Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,What city was Andrew and Peter from?,Bethsaida,1,John,1,44,John,1,44
bible-qna,Who found Nathanael?,Philip,1,John,1,45,John,1,45
bible-qna,Who did Philip find?,Nathanael,1,John,1,45,John,1,45
bible-qna,Who is the son of Joseph? Be specific.,Jesus of Nazareth,1,John,1,45,John,1,45
bible-qna,Jesus is name as the son of who?,Joseph,1,John,1,45,John,1,45
bible-qna,What did Nathanael say to him (Philip)?,Can anything good come out of Nazareth?,1,John,1,46,John,1,46
bible-qna,"When Nathanael said to Philip, ""Can anything good come out of Nazareth?"", what did Philip answer?",Come and see,1,John,1,46,John,1,46
bible-qna,Who did Jesus see coming toward Him?,Nathanael,1,John,1,47,John,1,47
bible-qna,What did Nathanael ask Jesus?,how do You know me?,1,John,1,48,John,1,48
bible-qna,"Who said, ""How do You know me?""",Nathanael,1,John,1,48,John,1,48
bible-qna,Where did Jesus say he saw Nathanael before Philip called him?,under the fig tree,1,John,1,48,John,1,48
bible-qna,"Nathanael told Jesus ""You are the King of"" what?",Israel,1,John,1,49,John,1,49
bible-qna,Who did Nathanael say Jesus was the Son of?,God,1,John,1,49,John,1,49
bible-qna,Jesus said you see what?,greater things than these,1,John,1,50,John,1,50
bible-qna,What will be ascending and descending upon the Son of Man?  Be specific.,the angels of God,1,John,1,51,John,1,51
bible-qna,What did He say Nathanael would see open?,heaven,1,John,1,51,John,1,51
bible-qna,When was there a wedding in Cana of Galilee?,On the third day,1,John,2,1,John,2,1
bible-qna,Where was the wedding?,In Cana of Galilee,1,John,2,1,John,2,1
bible-qna,Who was there at the wedding?,The mother of Jesus was there,1,John,2,1,John,2,1
bible-qna,What took place in Cana of Galilee?,A wedding,1,John,2,1,John,2,1
bible-qna,Who was at the wedding in Cana of Galilee? Be specific.,the mother of Jesus,1,John,2,1,John,2,1
bible-qna,On what day was the wedding in Cana?,third day,1,John,2,1,John,2,1
bible-qna,In what city was the wedding where Jesus made wine?,Cana of Galilee,1,John,2,1,John,2,1
bible-qna,What event was happening in Cana of Galilee?,a wedding,1,John,2,1,John,2,1
bible-qna,On what day did was there a wedding in Cana of Galilee?,The third day.,1,John,2,1,John,2,1
bible-qna,Where were Jesus and His disciples invited?,To the wedding,1,John,2,2,John,2,2
bible-qna,To what were Jesus and His disciples invited?,The wedding,1,John,2,2,John,2,2
bible-qna,"Along with Jesus, who was invited to the wedding?",His disciples,1,John,2,2,John,2,2
bible-qna,What did they run out of?,Wine,1,John,2,3,John,2,3
bible-qna,"Who said to Him, ""They have no wine.""?",The mother of Jesus,1,John,2,3,John,2,3
bible-qna,What did the mother of Jesus say?,"""They have no wine.""",1,John,2,3,John,2,3
bible-qna,What happened when they ran out of wine?,"The mother of Jesus said to Him, ""They have no wine.""",1,John,2,3,John,2,3
bible-qna,What did they run out of at the wedding?,wine,1,John,2,3,John,2,3
bible-qna,What has not yet come?,"""My hour""",1,John,2,4,John,2,4
bible-qna,What did Jesus say to her?,"""Woman, what does your concern have to do with Me? My hour has not yet come.""",1,John,2,4,John,2,4
bible-qna,"Who said, ""Woman, what does your concern have to do with me?""",Jesus,1,John,2,4,John,2,4
bible-qna,What word did Jesus use to address her?,Woman,1,John,2,4,John,2,4
bible-qna,"Who said, ""Whatever He says to you, do it."" to the servants?",His mother,1,John,2,5,John,2,5
bible-qna,Who did His mother speak to?,The servants,1,John,2,5,John,2,5
bible-qna,What did His mother say to the servants?,"""Whatever He says to you, do it.""",1,John,2,5,John,2,5
bible-qna,Who spoke to the servants?,His mother,1,John,2,5,John,2,5
bible-qna,What did Jesus' mother say to the servants?,"""Whatever He says to you, do it""",1,John,2,5,John,2,5
bible-qna,"Who did Jesus' mother speak to when she said ""Whatever He says to you, do it""?",the servants,1,John,2,5,John,2,5
bible-qna,What were the waterpots made of?,Stone,1,John,2,6,John,2,6
bible-qna,How many gallons did they contain apiece?,Twenty or thirty,1,John,2,6,John,2,6
bible-qna,What was set there?,Six waterpots of stone,1,John,2,6,John,2,6
bible-qna,What were the waterpots of stone according to?,The manner of purification of the Jews,1,John,2,6,John,2,6
bible-qna,How many waterpots of stone where there?,six,1,John,2,6,John,2,6
bible-qna,How many gallons were each of the waterpots? Be specific.,20 or 30 gallons apiece,1,John,2,6,John,2,6
bible-qna,How many water pots were set there?,Six water pots,1,John,2,6,John,2,6
bible-qna,What did they do with the waterpots?,They filled them up to the brim.,1,John,2,7,John,2,7
bible-qna,What were filled up to the brim?,The waterpots,1,John,2,7,John,2,7
bible-qna,What did Jesus say to them before they filled them up to the brim?,"""Fill the waterpots with water.""",1,John,2,7,John,2,7
bible-qna,What were the waterpots filled with?,Water,1,John,2,7,John,2,7
bible-qna,How much did they fill the waterpots?  Be specific.,to the brim,1,John,2,7,John,2,7
bible-qna,When were they to draw some out?,Now,1,John,2,8,John,2,8
bible-qna,Who were they to take the drawn out liquid to?,The master of the feast,1,John,2,8,John,2,8
bible-qna,What did He say to them?,"""Draw some out now, and take it to the master of the feast.""",1,John,2,8,John,2,8
bible-qna,What were they to do before taking it to the master of the feast?,Draw some out now,1,John,2,8,John,2,8
bible-qna,Jesus told the servants to draw some out of the waterpot and take it to who? Be specific.,the master of the feast,1,John,2,8,John,2,8
bible-qna,What did the master of the feast taste?,The water that was made wine,1,John,2,9,John,2,9
bible-qna,What did the servants who had drawn the water know?,Where it came from,1,John,2,9,John,2,9
bible-qna,Who did the master of the feast call?,The bridegroom,1,John,2,9,John,2,9
bible-qna,What was made into wine?,Water,1,John,2,9,John,2,9
bible-qna,What was made into wine?,water,1,John,2,9,John,2,9
bible-qna,Who knew where the wine had come from?,the servants,1,John,2,9,John,2,9
bible-qna,What did the master of the feast taste?,the water that was made wine,1,John,2,9,John,2,9
bible-qna,Who did the master of the feast call?,the bridegroom,1,John,2,9,John,2,9
bible-qna,What does every man at the beginning set out?,The good wine,1,John,2,10,John,2,10
bible-qna,When is the inferior wine set out?,When the guests have well drunk,1,John,2,10,John,2,10
bible-qna,What was kept until now?,The good wine,1,John,2,10,John,2,10
bible-qna,When is the good wine set out by every man?,At the beginning,1,John,2,10,John,2,10
bible-qna,"True or False: Every man at the beginning sets out the good wine, and when the guests have well drunk, then the inferior.",True,1,John,2,10,John,2,10
bible-qna,"True or False: Every man at the beginning sets out the inferior wine, and when the guests have well drunk, then the good.",False - the good wine first and then the inferior,1,John,2,10,John,2,10
bible-qna,Where did Jesus do this sign?,In Cana of Galilee,1,John,2,11,John,2,11
bible-qna,What did He manifest?,His glory,1,John,2,11,John,2,11
bible-qna,Who believed in Him?,His disciples,1,John,2,11,John,2,11
bible-qna,What did Jesus do in Cana of Galilee?,This beginning of signs,1,John,2,11,John,2,11
bible-qna,Where did He go after this?,Down to Capernaum,1,John,2,12,John,2,12
bible-qna,Who went down to Capernaum?,"He, His mother, His brothers, and His disciples",1,John,2,12,John,2,12
bible-qna,How long did they not stay there?,Many days,1,John,2,12,John,2,12
bible-qna,"Where did He, His mother, His brothers, and His disciples go?",Capernaum,1,John,2,12,John,2,12
bible-qna,"After the wedding, where did Jesus, His mother, His brothers and His disciples go?",Capernaum,1,John,2,12,John,2,12
bible-qna,How long does this verse say they stayed in Capernaum?,they did not stay there many days,1,John,2,12,John,2,12
bible-qna,What was at hand?,The Passover of the Jews,1,John,2,13,John,2,13
bible-qna,Where did Jesus go up?,To Jerusalem,1,John,2,13,John,2,13
bible-qna,Who went up to Jerusalem?,Jesus,1,John,2,13,John,2,13
bible-qna,What of the Jews was at hand?,The Passover,1,John,2,13,John,2,13
bible-qna,What was at hand when Jesus went up to Jerusalem?,the Passover of the Jews,1,John,2,13,John,2,13
bible-qna,The Passover of the Jews was at hand and Jesus went up to where?,Jerusalem,1,John,2,13,John,2,13
bible-qna,Who was doing business?,The money changers,1,John,2,14,John,2,14
bible-qna,Where were those who sold and the money changers found?,In the temple,1,John,2,14,John,2,14
bible-qna,What did he make to drive them all out?,A whip of cords,1,John,2,15,John,2,15
bible-qna,What were overturned?,The tables,1,John,2,15,John,2,15
bible-qna,It says Jesus made a whip of what?,cords,1,John,2,15,John,2,15
bible-qna,What does it say Jesus made? Be specific.,a whip of cords,1,John,2,15,John,2,15
bible-qna,True or False: Jesus drove out the sheep and goats with a whip of cords?,False - he drove out sheep and oxen,1,John,2,15,John,2,15
bible-qna,True or False: Jesus poured out the changers' money?,True,1,John,2,15,John,2,15
bible-qna,What did He say to those who sold doves?,"""Take these things away! Do not make My Father's house a house of merchandise!""",1,John,2,16,John,2,16
bible-qna,"To whom was said, ""Take these things away!""?",Those who sold doves,1,John,2,16,John,2,16
bible-qna,"What were they not to make ""My Father's house""?",A house of merchandise,1,John,2,16,John,2,16
bible-qna,Whose house was not to be made a house of merchandise?,"""My Father's house""",1,John,2,16,John,2,16
bible-qna,"To whom did Jesus say ""Take these things away! Do not make My Father's house a house of merchandise""?",to those who sold doves,1,John,2,16,John,2,16
bible-qna,"Who remembered that it was written, ""Zeal for Your house has eaten Me up.""?",His disciples,1,John,2,17,John,2,17
bible-qna,What did His disciples remember?,"That it was written, ""Zeal for Your house has eaten Me up.""",1,John,2,17,John,2,17
bible-qna,"What has ""eaten Me up""?",Zeal for Your house,1,John,2,17,John,2,17
bible-qna,"Zeal for whose house has ""eaten Me up""?",Your house,1,John,2,17,John,2,17
bible-qna,"What statement did His disciples remember was written""?","""Zeal for Your house has eaten Me up""",1,John,2,17,John,2,17
bible-qna,What did the Jews say to Him?,"""What sign do You show to us, since You do these things?""",1,John,2,18,John,2,18
bible-qna,What did the Jews ask Him to show to them?,A sign,1,John,2,18,John,2,18
bible-qna,"Who answered and said to Him, ""What sign do You show to us, since You do these things?""",The Jews,1,John,2,18,John,2,18
bible-qna,"Because Jesus drove the animals and money changers out of the temple, the Jews asked for what?",what sign do you show us?,1,John,2,18,John,2,18
bible-qna,"Who said, ""Destroy this temple, and in three days I will raise it up.""?",Jesus,1,John,2,19,John,2,19
bible-qna,What did Jesus answer and say to them?,"""Destroy this temple, and in three days I will raise it up.""",1,John,2,19,John,2,19
bible-qna,What did Jesus say He would raise up in three days?,This temple,1,John,2,19,John,2,19
bible-qna,What did Jesus say would happen if the temple was destroyed?,"""In three days I will raise it up""",1,John,2,19,John,2,19
bible-qna,Jesus told the Jews to destroy what?,this temple,1,John,2,19,John,2,19
bible-qna,Jesus told the Jews to destroy the temple and in how many days would he raise it up?,3 days,1,John,2,19,John,2,19
bible-qna,What did Jesus say He would raise up in 3 days?,the temple,1,John,2,19,John,2,19
bible-qna,How long did it take to build this temple?,Forty-six years,1,John,2,20,John,2,20
bible-qna,"Who said, ""It has taken forty-six years to build this temple""?",The Jews,1,John,2,20,John,2,20
bible-qna,What did the Jews ask after saying that it had taken forty-six years to build this temple?,"""Will You raise it up in three days?""",1,John,2,20,John,2,20
bible-qna,What took fourty-six years?,To build this temple,1,John,2,20,John,2,20
bible-qna,How many years did the Jews say it took to build the temple?,46 years,1,John,2,20,John,2,20
bible-qna,What was He speaking of?,The temple of His body,1,John,2,21,John,2,21
bible-qna,Of what was He speaking of?,The temple of His body,1,John,2,21,John,2,21
bible-qna,"What Jesus spoke of the temple being raised in 3 days, what temple was he speaking of?",his body,1,John,2,21,John,2,21
bible-qna,When did His disciples remember that He had said this to them?,When He had risen from the dead,1,John,2,22,John,2,22
bible-qna,Who remembered that He had said this to them?,His disciples,1,John,2,22,John,2,22
bible-qna,When was He in Jerusalem?,During the feast,1,John,2,23,John,2,23
bible-qna,What event was He at in Jerusalem?,The Passover,1,John,2,23,John,2,23
bible-qna,When did many believe in His name?,When they saw the signs which He did,1,John,2,23,John,2,23
bible-qna,What happened when they saw the signs which He did?,Many believed in His name,1,John,2,23,John,2,23
bible-qna,"When Jesus was in Jerusalem at the Passover, how many believed in His name when they saw the signs which He did?",many,1,John,2,23,John,2,23
bible-qna,What city was Jesus in at the Passover?,Jerusalem,1,John,2,23,John,2,23
bible-qna,Many believe in His name when they saw what?,the signs which He did,1,John,2,23,John,2,23
bible-qna,During what event in Jerusalem at the Passover did many believe in His name when they saw the signs which He did?,the feast,1,John,2,23,John,2,23
bible-qna,What did Jesus NOT do?,Commit Himself to them,1,John,2,24,John,2,24
bible-qna,Who did He know?,All men,1,John,2,24,John,2,24
bible-qna,Who did not commit Himself to them?,Jesus,1,John,2,24,John,2,24
bible-qna,"Because He knew all men, what did Jesus not do?",Commit Himself to them,1,John,2,24,John,2,24
bible-qna,What did He know?,What was in man,1,John,2,25,John,2,25
bible-qna,What did He have no need of?,That anyone should testify of man,1,John,2,25,John,2,25
bible-qna,Who knew what was in man?,He knew,1,John,2,25,John,2,25
bible-qna,Where did Jesus show Himself again?,At the Sea of Tiberias,1,John,21,1,John,21,1
bible-qna,Wto whom did Jesus show Himself again?,To the disciples,1,John,21,1,John,21,1
bible-qna,When did Jesus show Himself?,After these things,1,John,21,1,John,21,1
bible-qna,What did Jesus do at the Sea of Tiberias?,Showed Himself,1,John,21,1,John,21,1
bible-qna,Who was called the Twin?,Thomas,1,John,21,2,John,21,2
bible-qna,Where was Nathanael from?,Cana in Galilee,1,John,21,2,John,21,2
bible-qna,Whose sons were there?,The sons of Zebedee,1,John,21,2,John,21,2
bible-qna,"Who said, ""I am going fishing.""?",Simon Peter,1,John,21,3,John,21,3
bible-qna,What did they immediately get into?,The boat,1,John,21,3,John,21,3
bible-qna,What did they catch?,Nothing,1,John,21,3,John,21,3
bible-qna,When did they catch nothing?,That night,1,John,21,3,John,21,3
bible-qna,When did Jesus stand on the shore?,When the morning had now come,1,John,21,4,John,21,4
bible-qna,What did the disciples not know?,That it was Jesus,1,John,21,4,John,21,4
bible-qna,What did Jesus do when the morning had now come?,Jesus stood at the shore,1,John,21,4,John,21,4
bible-qna,What had now come?,The morning,1,John,21,4,John,21,4
bible-qna,What title did Jesus use to address them?,Children,1,John,21,5,John,21,5
bible-qna,What did they say in answer to Him?,"""No.""",1,John,21,5,John,21,5
bible-qna,What did Jesus ask them?,"""Children, have you any food?""",1,John,21,5,John,21,5
bible-qna,Jesus asked them if they had any of what item?,Food,1,John,21,5,John,21,5
bible-qna,Where did He say to cast the net?,On the right side of the boat,1,John,21,6,John,21,6
bible-qna,What did Jesus say would happen if they cast their net on the right side of the boat?,"""You will find some""",1,John,21,6,John,21,6
bible-qna,How many fish were there?,A multitude,1,John,21,6,John,21,6
bible-qna,What were they not able to do?,Draw it in because of the multitude of fish,1,John,21,6,John,21,6
bible-qna,"Who said to Peter, ""It is the Lord!""?",That disciple whom Jesus loved,1,John,21,7,John,21,7
bible-qna,What had Peter done with his outer garment?,He had removed it,1,John,21,7,John,21,7
bible-qna,Who heard that it was the Lord?,Simon Peter,1,John,21,7,John,21,7
bible-qna,How far from land were they?,About two hundred cubits,1,John,21,8,John,21,8
bible-qna,What were the other disciples dragging?,The net with fish,1,John,21,8,John,21,8
bible-qna,In what did the other disciples come?,The little boat,1,John,21,8,John,21,8
bible-qna,What were they not far from?,Land,1,John,21,8,John,21,8
bible-qna,When did they see a fire of coals there?,As soon as they had come to land,1,John,21,9,John,21,9
bible-qna,What was laid on the fire of coals?,Fish,1,John,21,9,John,21,9
bible-qna,What kind of fire was there?,A fire of coals,1,John,21,9,John,21,9
bible-qna,What did Jesus ask them to bring?,Some of the fish which you have just caught,1,John,21,10,John,21,10
bible-qna,"Who said, ""Bring some of the fish which you have just caught.""?",Jesus,1,John,21,10,John,21,10
bible-qna,What did Simon Peter go up and do?,Dragged the net to land,1,John,21,11,John,21,11
bible-qna,What was the net full of?,Large fish,1,John,21,11,John,21,11
bible-qna,How many fish were there?,One hundred and fifty three,1,John,21,11,John,21,11
bible-qna,How was the net even though there were so many fish?,The net was not broken,1,John,21,11,John,21,11
bible-qna,What did Jesus tell them to do?,"""Come and eat breakfast.""",1,John,21,12,John,21,12
bible-qna,What did none of the disciples dare to ask Him?,"""Who are You?""",1,John,21,12,John,21,12
bible-qna,What did the disciples know?,That it was the Lord,1,John,21,12,John,21,12
bible-qna,"Who did not dare to ask Him, ""Who are You?""?",The disciples,1,John,21,12,John,21,12
bible-qna,Who took bread and gave it to them?,Jesus,1,John,21,13,John,21,13
bible-qna,Who did Jesus show Himself to?,His disciples,1,John,21,14,John,21,14
bible-qna,What number time was this that Jesus showed Himself to His disciples?,The third time,1,John,21,14,John,21,14
bible-qna,After what event was it the third time that Jesus showed Himself?,After He was raised from the dead,1,John,21,14,John,21,14
bible-qna,What was Jesus raised from?,The dead,1,John,21,14,John,21,14
bible-qna,"When did Jesus say to Simon Peter, ""Simon, son of Jonah, do you love Me more than these?""?",When they had eaten breakfast,1,John,21,15,John,21,15
bible-qna,Who was Simon the son of?,Jonah,1,John,21,15,John,21,15
bible-qna,How did Simon Peter reply to Jesus?,"""Yes, Lord; You know that I love you.""",1,John,21,15,John,21,15
bible-qna,What did Jesus say to feed?,"""My lambs""",1,John,21,15,John,21,15
bible-qna,What did He say to him a second time?,"""Simon, son of Jonah, do you love me?""",1,John,21,16,John,21,16
bible-qna,What did Jesus tell Peter to do with His sheep?,"""Tend my sheep",1,John,21,16,John,21,16
bible-qna,Who was the son of Jonah?,Simon,1,John,21,16,John,21,16
bible-qna,"What number time did Jesus say, ""Simon, son of Jonah, do you love Me?""?",The second time,1,John,21,16,John,21,16
bible-qna,What did He say to him the third time?,"""Simon, son of Jonah, do you love Me?""",1,John,21,17,John,21,17
bible-qna,How did Peter react when Jesus spoke to Him the third time?,Peter was grieved,1,John,21,17,John,21,17
bible-qna,What does Jesus say to feed?,"""My sheep""",1,John,21,17,John,21,17
bible-qna,What will Peter stretch out when he is old?,His hands,1,John,21,18,John,21,18
bible-qna,What will another do to Peter?,"""Gird you and carry you where you do not wish""",1,John,21,18,John,21,18
bible-qna,"When will another gird ""you"" and carry ""you"" where ""you"" do not wish?","""When you are old""",1,John,21,18,John,21,18
bible-qna,What was He signifying by what He spoke?,What death he would glorify God,1,John,21,19,John,21,19
bible-qna,"When did He say, ""Follow Me.""?",When He had spoken this,1,John,21,19,John,21,19
bible-qna,What did He say after He had spoken this?,"""Follow Me.""",1,John,21,19,John,21,19
bible-qna,What would Peter do by his death?,Glorify God,1,John,21,19,John,21,19
bible-qna,Who did Peter see after turning around?,The disciple whom Jesus loved,1,John,21,20,John,21,20
bible-qna,What had the disciple whom Jesus loved asked at the supper?,"""Lord, who is the one who betrays You?""",1,John,21,20,John,21,20
bible-qna,What had the disciple whom Jesus loved done at the supper?,Leaned on His breast,1,John,21,20,John,21,20
bible-qna,When had the disciple whom Jesus loved leaned on His breast?,At the supper,1,John,21,20,John,21,20
bible-qna,What did Peter say to Jesus upon seeing him?,"""But Lord, what about this man?""",1,John,21,21,John,21,21
bible-qna,Who did Peter see?,"""him""",1,John,21,21,John,21,21
bible-qna,"Who said, ""But Lord, what about this man?""?",Peter,1,John,21,21,John,21,21
bible-qna,What did Jesus ask Peter?,"""If I will that he remain till I come, what is that to you?""",1,John,21,22,John,21,22
bible-qna,What command did Jesus give Peter?,"""You follow Me.""",1,John,21,22,John,21,22
bible-qna,"Who said, ""If I will that he remain till I come, what is that to you?""",Jesus,1,John,21,22,John,21,22
bible-qna,What saying went out among the brethren?,That this disciple would not die,1,John,21,23,John,21,23
bible-qna,What did Jesus not say to him?,That he would not die,1,John,21,23,John,21,23
bible-qna,What did Jesus actually say to him?,"""If I will that he remain till I come, what is that to you?""",1,John,21,23,John,21,23
bible-qna,Where did the saying go out?,Among the brethren,1,John,21,23,John,21,23
bible-qna,Who testifies of these things?,The disciple,1,John,21,24,John,21,24
bible-qna,"What do ""we"" know?",That his testimony is true,1,John,21,24,John,21,24
bible-qna,"What did ""the disciple"" write?",These things,1,John,21,24,John,21,24
bible-qna,What else did Jesus do?,Many other things,1,John,21,25,John,21,25
bible-qna,What can the world not contain?,The books that would be written,1,John,21,25,John,21,25
bible-qna,Under what circumstance could the world not contain the books that would be written?,If [many other things] were written one by one,1,John,21,25,John,21,25
bible-qna,Who did many other things?,Jesus,1,John,21,25,John,21,25
bible-qna,Who was a ruler of the Jews?,Nicodemus,1,John,3,1,John,3,1
bible-qna,What was the man of the Pharisees named?,Nicodemus,1,John,3,1,John,3,1
bible-qna,Who was He a ruler of?,The Jews,1,John,3,1,John,3,1
bible-qna,Who is John papa?,"Esau is hairy like you  :O",1,John,3,1,John,3,1
bible-qna,When did this man come to Jesus?,By night,1,John,3,2,John,3,2
bible-qna,What did this man say to Him?,"""Rabbi, we know that You are a teacher come from God; for no one can do these signs that You do unless God is with him.""",1,John,3,2,John,3,2
bible-qna,"What did this man say that ""we know""?",That You are a teacher come from God,1,John,3,2,John,3,2
bible-qna,Who came to Jesus by night?,This man,1,John,3,2,John,3,2
bible-qna,Who am i,Ur mom lol,1,John,3,2,John,4,10
bible-qna,Who am i,Ur mom lol,1,John,3,2,John,4,10
bible-qna,Unless what happens can one not see the kingdom of God?,Unless one is born again,1,John,3,3,John,3,3
bible-qna,"Unless one is born again, what will he not see?",The kingdom of God,1,John,3,3,John,3,3
bible-qna,What did Jesus answer and say to him?,"""Most assuredly, I say to you, unless one is born again, he cannot see the kingdom of God.""",1,John,3,3,John,3,3
bible-qna,What was Nicodemus's first question?,How can a man be born when he is old?,1,John,3,4,John,3,4
bible-qna,What was Nicodemus's second question?,Can he enter a second time into his mother's womb and be born?,1,John,3,4,John,3,4
bible-qna,What did Nicodemus ask if a man could enter a second time?,His mother's womb,1,John,3,4,John,3,4
bible-qna,"Who said, ""How can a man be born when he is old?""",Nicodemus,1,John,3,4,John,3,4
bible-qna,"Unless one is born of water and the Spirit, what can he not enter?",The kingdom of God,1,John,3,5,John,3,5
bible-qna,What is that which is born of the flesh?,Flesh,1,John,3,6,John,3,6
bible-qna,What is that which is born of the Spirit?,Spirit,1,John,3,6,John,3,6
bible-qna,What did He say not to do?,Marvel,1,John,3,7,John,3,7
bible-qna,What was he not to marvel at?,"""That I said to you, 'You must be born again.'""",1,John,3,7,John,3,7
bible-qna,"What did ""I"" say to ""You""?","""You must be born again.""",1,John,3,7,John,3,7
bible-qna,What must he do?,Be born again,1,John,3,7,John,3,7
bible-qna,Where does the wind blow?,Where it wishes,1,John,3,8,John,3,8
bible-qna,What do you hear?,The sound of it,1,John,3,8,John,3,8
bible-qna,What is compared with the wind that blows where it wishes?,Everyone who is born of the Spirit,1,John,3,8,John,3,8
bible-qna,"Who answered and said to Him, ""How can these things be?""",Nicodemus,1,John,3,9,John,3,9
bible-qna,What did Nicodemus answer and say to Him?,"""How can these things be?""",1,John,3,9,John,3,9
bible-qna,What did Nicodemus question?,These things,1,John,3,9,John,3,9
bible-qna,"Who said to him, ""Are you the teacher of Israel and do not know these things?""",Jesus,1,John,3,10,John,3,10
bible-qna,What did Jesus say to him?,"""Are you the teacher of Israel, and do not know these things?""",1,John,3,10,John,3,10
bible-qna,What position did Jesus say Nicodemus held?,The teacher of Israel,1,John,3,10,John,3,10
bible-qna,What did he not know?,These things,1,John,3,10,John,3,10
bible-qna,What do you not receive?,Our witness,1,John,3,11,John,3,11
bible-qna,"What do ""We"" speak?",What We know,1,John,3,11,John,3,11
bible-qna,"What do ""We"" testify?",What We have seen,1,John,3,11,John,3,11
bible-qna,Who does not receive Our witness?,"""you""",1,John,3,11,John,3,11
bible-qna,"What was told that ""you do not believe""?",earthly things,1,John,3,12,John,3,12
bible-qna,What was the result of being told earthly things?,"""You do not believe""",1,John,3,12,John,3,12
bible-qna,What did Jesus question since he did not believe earthly things?,"""How will you believe if I tell you heavenly things?""",1,John,3,12,John,3,12
bible-qna,Who came down from heaven?,The Son of Man who is in heaven,1,John,3,13,John,3,13
bible-qna,How many have ascended to heaven (not counting He who came down from heaven)?,No one,1,John,3,13,John,3,13
bible-qna,Who has ascended to heaven?,He who came down from heaven,1,John,3,13,John,3,13
bible-qna,Where did He come down from?,Heaven,1,John,3,13,John,3,13
bible-qna,What did Moses lift up?,The serpent,1,John,3,14,John,3,14
bible-qna,Where was the serpent lifted up?,In the wilderness,1,John,3,14,John,3,14
bible-qna,Who lifted up the serpent?,Moses,1,John,3,14,John,3,14
bible-qna,Who must be lifted up?,The Son of Man,1,John,3,14,John,3,14
bible-qna,What will they have instead of perishing?,Eternal life,1,John,3,15,John,3,15
bible-qna,Who will not perish?,Whoever believes in Him,1,John,3,15,John,3,15
bible-qna,What happens to those who believe in Him?,They do not perish but have eternal life,1,John,3,15,John,3,15
bible-qna,Who has eternal life?,Whoever believes in Him,1,John,3,15,John,3,15
bible-qna,Who loved the world?,God,1,John,3,16,John,3,16
bible-qna,What did He give?,His only begotten Son,1,John,3,16,John,3,16
bible-qna,Who should not perish?,Whoever believes in Him,1,John,3,16,John,3,16
bible-qna,What did God not send His Son to do?,To condemn the world,1,John,3,17,John,3,17
bible-qna,Through whom might the world be saved?,Through Him,1,John,3,17,John,3,17
bible-qna,Who did not Send His Son into the world to condemn the world?,God,1,John,3,17,John,3,17
bible-qna,What might be saved through Him?,The world,1,John,3,17,John,3,17
bible-qna,Who is not condemned?,He who believes in Him,1,John,3,18,John,3,18
bible-qna,What is the status of he who does not believe?,He is condemned already,1,John,3,18,John,3,18
bible-qna,Why is he condemned already?,He has not believed in the name of the only begotten Son of God,1,John,3,18,John,3,18
bible-qna,What has he not believed in?,The name of the only begotten Son of God,1,John,3,18,John,3,18
bible-qna,What did men love instead of light?,Darkness,1,John,3,19,John,3,19
bible-qna,Why did men love darkness rather than light?,Because their deeds were evil,1,John,3,19,John,3,19
bible-qna,What has come into the world?,Light,1,John,3,19,John,3,19
bible-qna,The light coming into the world is described as what?,The condemnation,1,John,3,19,John,3,19
bible-qna,Who hates the light?,Everyone practicing evil,1,John,3,20,John,3,20
bible-qna,What should be exposed should he come to the light?,His deeds,1,John,3,20,John,3,20
bible-qna,What does he not come to lest his deeds should be exposed?,The light,1,John,3,20,John,3,20
bible-qna,What does he who does the truth come to?,The light,1,John,3,21,John,3,21
bible-qna,Why does he come to the light?,That his deeds may be clearly seen,1,John,3,21,John,3,21
bible-qna,What have his deeds been done in?,In God,1,John,3,21,John,3,21
bible-qna,Who comes to the light?,He who does the truth,1,John,3,21,John,3,21
bible-qna,Where did Jesus and His disciples come after these things?,Into the land of Judea,1,John,3,22,John,3,22
bible-qna,Who came into the land of Judea?,Jesus and His disciples,1,John,3,22,John,3,22
bible-qna,When did Jesus and His disciples come into the land of Judea?,After these things,1,John,3,22,John,3,22
bible-qna,Where was John baptizing?,In Aenon near Salim,1,John,3,23,John,3,23
bible-qna,Why was John baptizing in Aenon?,Because there was much water there,1,John,3,23,John,3,23
bible-qna,Who was baptizing in Aenon near Salim?,John,1,John,3,23,John,3,23
bible-qna,Where was Aenon near?,Salim,1,John,3,23,John,3,23
bible-qna,Where had John not yet been thrown?,Into prison,1,John,3,24,John,3,24
bible-qna,What had not yet happened to John?,He had not yet been thrown into prison,1,John,3,24,John,3,24
bible-qna,Who was not yet thrown into prison?,John,1,John,3,24,John,3,24
bible-qna,Was John thrown in prison already?,No,1,John,3,24,John,3,24
bible-qna,What arose between some of John's disciples and the Jews?,A dispute,1,John,3,25,John,3,25
bible-qna,What was the dispute about?,Purification,1,John,3,25,John,3,25
bible-qna,Who was disputing with John's disciples?,The Jews,1,John,3,25,John,3,25
bible-qna,With what title did they address John?,Rabbi,1,John,3,26,John,3,26
bible-qna,"They told John that ""He"" had been with him where?",Beyond the Jordan,1,John,3,26,John,3,26
bible-qna,What was He doing according to what they told John?,Baptizing,1,John,3,26,John,3,26
bible-qna,Who was coming to Him?,All,1,John,3,26,John,3,26
bible-qna,"Who said, ""A man can receive nothing unless it has been given to him from heaven.""",John,1,John,3,27,John,3,27
