book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
Judges,12,10,10,how long did Ibzan judge Israel?,7 years,1,AYMT,5,False,False,False,False,False,False
Judges,12,10,10,where was Ibzan buried?,Bethlehem,1,AYMT,5,False,False,False,False,False,False
Judges,12,11,11,"after Ibzan, who judged Israel?",Elon the Zebulunite,1,AYMT,5,False,False,False,False,False,False
Judges,12,11,11,how long did Elon judge Israel?,10 years,1,AYMT,5,False,False,False,False,False,False
Judges,12,12,12,where was Elon buried?,At Aijalon,1,AYMT,5,False,False,False,False,False,False
Judges,12,12,12,in what country was Aijalon located?,Zebulun,1,AYMT,5,False,False,False,False,False,False
Judges,12,13,13,"after Elon, who then judged Israel?",Abdon,1,AYMT,5,False,False,False,False,False,False
Judges,12,13,13,who was Abdon the son of?,Hillel the Pirathonite,1,AYMT,5,False,False,False,False,False,False
Judges,12,14,14,how many sons did Abdon have?,40 sons,1,AYMT,5,False,False,False,False,False,False
Judges,12,14,14,how many grandsons did Abdon have:,30 grandsons,1,AYMT,5,False,False,False,False,False,False
Judges,12,14,14,Abdon's sons and grandsons rode on how many donkeys?,70 donkeys,1,AYMT,5,False,False,False,False,False,False
Judges,12,14,14,how long did Abdon judge Israel?,8 years,1,AYMT,5,False,False,False,False,False,False
Judges,12,15,15,who was the son of Hillel the Pirathonite?,Abdon,1,AYMT,5,False,False,False,False,False,False
Judges,12,15,15,"when Abdon died, where was he buried?",In Pirathon,1,AYMT,5,False,False,False,False,False,False
Judges,12,15,15,where is Pirathon located?,In the land of Ephraim,1,AYMT,5,False,False,False,False,False,False
Judges,12,15,15,the land of Ephraim is located where?,In the mountains of the Amalekites,1,AYMT,5,False,False,False,False,False,False
Judges,13,1,1,what did the children of Israel do again in the sight of the Lord?,Evil,1,AYMT,5,False,False,False,False,False,False
Judges,13,1,1,who did the Lord deliver them into the hands of?,The Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,13,1,1,how long was Israel in the hands of the Philistines?,40 years,1,AYMT,5,False,False,False,False,False,False
Judges,13,2,2,now there was a certain man from where?,Zorah,1,AYMT,5,False,False,False,False,False,False
Judges,13,2,2,of what family was this certain man from Zorah?,The family of the Danites,1,AYMT,5,False,False,False,False,False,False
Judges,13,2,2,what was the name of this certain man from Zorah?,Manoah,1,AYMT,5,False,False,False,False,False,False
Judges,13,2,2,what does this verse tell us about the wife of Manoah?,She was barren and had no children,1,AYMT,5,False,False,False,False,False,False
Judges,13,3,3,who appeared to the woman?,The Angel of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,13,3,3,"who said, and to whom, ""Indeed now, you are barren and have borne no children, but you shall conceive and bear a son.""",The Angel of the Lord to the wife of Manoah,1,AYMT,5,False,False,False,False,False,False
Judges,13,4,4,what did the Angel of the Lord instruct the wife of Manoah to do?,(1) Drink no wine or similar drink (2) do not eat anything unclean,2,AYMT,5,True,False,False,False,False,False
Judges,13,5,5,what shall never come upon his  head?,No razor,1,AYMT,5,False,False,False,False,False,False
Judges,13,5,5,what will the child be from the womb?,A Nazirite to God,1,AYMT,5,False,False,False,False,False,False
Judges,13,5,5,what will the child begin to do?,Begin to deliver Israel out of the hand of the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,13,6,6,who did the woman tell her husband came to her?,A man of God,1,AYMT,5,False,False,False,False,False,False
Judges,13,6,6,what 2 things did the woman tell her husband regarding the countenance of the person who came to her?,(1) Had the countenanceof the Angel of God (2) and was Awesome,2,AYMT,5,True,False,False,False,False,False
Judges,13,6,6,what did the woman not ask the man of God?,Where He was from,1,AYMT,5,False,False,False,False,False,False
Judges,13,6,6,what did the man of God not tell the woman?,His name,1,AYMT,5,False,False,False,False,False,False
Judges,13,7,7,what 4 things did the woman say the man of God told her?,(1) She would conceive a son (2) She was to drink no wine or similar drink (3) Nor eat anything unclean (4) The child shall be a Nazirite to God from the womb to the day of his death,4,AYMT,5,False,True,False,False,False,False
Judges,13,8,8,"upon hearing what his wife said regarding the man of God, what did Manoah do?",Prayed to the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,13,8,8,"Manoah prayed that the Lord would send the man of God again to do what -that ""we shall do for the child who would be born?""",Teach us,1,AYMT,5,False,False,False,False,False,False
Judges,13,9,9,who listened to the voice of Manoah?,God,1,AYMT,5,False,False,False,False,False,False
Judges,13,9,9,who came again to the woman?,The Angel of God,1,AYMT,5,False,False,False,False,False,False
Judges,13,9,9,where was the woman when the Angel of God came to her the second time?,Sitting in the field,1,AYMT,5,False,False,False,False,False,False
Judges,13,9,9,who was not with the woman when the Angel of God came to her the second time?,Her husband Manoah,1,AYMT,5,False,False,False,False,False,False
Judges,13,10,10,"when the Angel of God appeared to the woman the second time, what did she do?",Ran in haste and told her husband,1,AYMT,5,False,False,False,False,False,False
Judges,13,10,10,"who said, and to whom, ""Look, the Man who came to me the other day had just now appeared to me!""","The woman to her husband, Manoah",1,AYMT,5,False,False,False,False,False,False
Judges,13,11,11,what did Manoah do when his wife told him that the man of God had again come to her?,Arose and followed his wife,1,AYMT,5,False,False,False,False,False,False
Judges,13,11,11,"when he came to the Man, what did Manoah ask Him?",Are you the Man who spoke to this woman?,1,AYMT,5,False,False,False,False,False,False
Judges,13,11,11,"how did the Man of God respond to Manoah's questions, ""are you the man who spoke to this woman?""","He said ""I am""",1,AYMT,5,False,False,False,False,False,False
Judges,13,12,12,what did Manoah say regarding the words that the Man of God had spoken to the woman?,Let your words come to pass,1,AYMT,5,False,False,False,False,False,False
Judges,13,12,12,what question did Manoah ask the Man of God?,"(1) ""What will be the boy's rule of life (2) and his work?""",2,AYMT,5,True,False,False,False,False,False
Judges,13,14,14,what 3 things did the Angel of the Lord tell Manoah that the woman may not do?,(1) Eat anything that comes from the vine (2) nor drink wine or similar drink (3) nor eat anything unclean,3,AYMT,5,True,False,False,False,False,False
Judges,13,15,15,"then Manoah said to the Angel of the Lord, what 2 things?",(1) Please let us detain you (2) we will prepare a young goat for you,2,AYMT,5,True,False,False,False,False,False
Judges,13,16,16,what 4 things did the Angel of the Lord say to Manoah when he asked if they could detain Him and prepare food for Him?,(1) Though you detain me I will not eat your food (2) If you offer a burnt offering (3) you must offer it to the Lord,3,AYMT,5,True,False,False,False,False,False
Judges,13,16,16,what did Manoah not know?,He was the Angel of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,13,17,17,Manoah asked the Angel of the Lord what His name was so that when His words come to pass Manoah could do what?,Honor Him,1,AYMT,5,False,False,False,False,False,False
Judges,13,18,18,what did the Angel of the Lord tell Manoah about His name?,It is wonderful,1,AYMT,5,False,False,False,False,False,False
Judges,13,19,19,what did Manoah offer upon the rock to the Lord?,(1) The young goat (2) the grain offering,2,AYMT,5,True,False,False,False,False,False
Judges,13,19,19,what did the Angel of the Lord do while Manoah and his wife looked on?,A wondrous thing,1,AYMT,5,False,False,False,False,False,False
Judges,13,20,20,when did the wondrous thing happen while Manoah and his wife looked on?,As the flame went up toward heaven from the altar,1,AYMT,5,False,False,False,False,False,False
Judges,13,20,20,what did the Angel of the Lord do in the flame of the altar?,Ascended,1,AYMT,5,False,False,False,False,False,False
Judges,13,20,20,"when Manoah and his wife watched the Angel of the Lord ascend in the flame of the offering, what was their response?",They fell on their faces to the ground,1,AYMT,5,False,False,False,False,False,False
Judges,13,21,21,when did Manoah know that He was the Angel of the Lord?,When He appeared no more to Manoah and his wife,1,AYMT,5,False,False,False,False,False,False
Judges,13,22,22,why did Manoah tell his wife that they must surely die?,Because they had seen God,1,AYMT,5,False,False,False,False,False,False
Judges,13,23,23,what 4 things did the wife of Manoah tell him that seemed to prove that the Lord had no desire to kill them?,(1) He would not have accepted a burnt offering and grain offering (2) He whould not have shown us these things (3) or told us such things,3,AYMT,5,True,False,False,False,False,False
Judges,13,24,24,what name did they give to the son the woman bore?,Samson,1,AYMT,5,False,False,False,False,False,False
Judges,13,24,24,what did the Lord do to the child as he grew?,Blessed him,1,AYMT,5,False,False,False,False,False,False
Judges,13,25,25,what began to move upon Samson?,The Spirit of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,13,24,24,where was Samson when the spirit of the Lord began to move upon him?,At Mahaneh Dan,1,AYMT,5,False,False,False,False,False,False
Judges,13,24,24,where was Mahaneh Dan located?,Between Zorah and Eshtaol,1,AYMT,5,False,False,False,False,False,False
Judges,14,1,1,where did Samson go?,To Timnah,1,AYMT,5,False,False,False,False,False,False
Judges,14,1,1,who did Samson see in Timnah?,A woman,1,AYMT,5,False,False,False,False,False,False
Judges,14,1,1,the woman that Samson saw was a daughter of whom?,The Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,14,1,1,what did Samson tell his father and mother?,I have seen a woman,1,AYMT,5,False,False,False,False,False,False
Judges,14,2,2,what 2 things about this woman did Samson tell his parents?,(1) She is in Timnah (2) of the daughters of the Philistines,2,AYMT,5,True,False,False,False,False,False
Judges,14,2,2,what did Samson ask his parents to do for him?,Get her for me as a wife,1,AYMT,5,False,False,False,False,False,False
Judges,14,3,3,where did Samson not find a woman to marry?,"(1) Among the daughters of his brethren (2) nor among all ""my"" people",2,AYMT,5,True,False,False,False,False,False
Judges,14,3,3,what did Samson's father call the Philistines?,Uncircumcised,1,AYMT,5,False,False,False,False,False,False
Judges,14,3,3,why did Samson ask his father to get the woman in Timnah for him?,For she pleases me well,1,AYMT,5,False,False,False,False,False,False
Judges,14,4,4,what did Samson's father and mother not know?,It was of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,14,4,4,what was the Lord seeking an occasion to do?,Make a move against the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,14,4,4,"at that time, what did the Philistines have over Israel?",Dominion,1,AYMT,5,False,False,False,False,False,False
Judges,14,5,5,what 3 people went down to Timnah?,(1) Samson (2) his father and mother,2,AYMT,5,True,False,False,False,False,False
Judges,14,5,5,"when Samson and his parents went down to Timnah, where did they come to?",The vineyards of Timnah,1,AYMT,5,False,False,False,False,False,False
Judges,14,5,5,what surprised Samson as it came against him?,A young lion,1,AYMT,5,False,False,False,False,False,False
Judges,14,5,5,what was the young lion doing as it came against Samson?,Roaring,1,AYMT,5,False,False,False,False,False,False
Judges,14,6,6,wht came mightily upon Samson as the young lion was attacking him?,The Spirit of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,14,6,6,"after the Spirit of the Lord came mightily upon Samson, what did he do to the young lion who was attacking him?",Tore the lion apart,1,AYMT,5,False,False,False,False,False,False
Judges,14,6,6,Samson tore the lion apart as he would have torn what apart?,A young goat,1,AYMT,5,False,False,False,False,False,False
Judges,14,6,6,what did Samson have in his hand when he tore the lion apart?,Nothing,1,AYMT,5,False,False,False,False,False,False
Judges,14,7,7,"after killing the young lion with his bare hands, what 2 things did Samson do with the woman?",Went down and talked with the woman,1,AYMT,5,False,False,False,False,False,False
Judges,14,7,7,what was Samson's conclusion of the woman of the daughters of the Philistines?,She pleased him well,1,AYMT,5,False,False,False,False,False,False
Judges,14,8,8,"after some time, Samson returned to get whom?",Her,1,AYMT,5,False,False,False,False,False,False
Judges,14,8,8,"as Samson returned to get the woman, he turned aside to see what?",The carcass of the lion,1,AYMT,5,False,False,False,False,False,False
Judges,14,8,8,what did Samson find in the carcass of the lion he had killed?,(1) A swarm of bees (2) honey,2,AYMT,5,True,False,False,False,False,False
Judges,14,9,9,what did Samson take in his hands and went along eating it?,Honey,1,AYMT,5,False,False,False,False,False,False
Judges,14,9,9,"who also did Samson give some of the honey to, and they ate it?",His father and mother,1,AYMT,5,False,False,False,False,False,False
Judges,14,9,9,what did Samson not tell his parents about the honey that he brought them to eat?,That he had taken it out of the carcass of the lion,1,AYMT,5,False,False,False,False,False,False
Judges,14,10,10,who went down to the woman?,His father,1,AYMT,5,False,False,False,False,False,False
Judges,14,10,10,what did Samson give that was traditional for young men to give?,A feast,1,AYMT,5,False,False,False,False,False,False
Judges,14,11,11,who did the young men bring to Samson for his feast?,30 companions,1,AYMT,5,False,False,False,False,False,False
Judges,14,12,12,what did Samson pose for the young men at his feast?,A riddle,1,AYMT,5,False,False,False,False,False,False
Judges,14,12,12,how long did Samson's feast last?,7 days,1,AYMT,5,False,False,False,False,False,False
Judges,14,12,12,"the agreement between Samson and the young men at the feast was that if the young men solved the riddle by the end of the 7 day feast, what would Samson have to give to them?",(1) 30 linen garments (2) and 30 changes of clothing,2,AYMT,5,True,False,False,False,False,False
Judges,14,12,12,"if the young men at Samson's feast were unable to solve the riddle by the end of the 7 day feast, what would they be required to give to Samson?",(1) 30 linen garments (2) and 30 changes of clothing,2,AYMT,5,True,False,False,False,False,False
Judges,14,14,14,"during Samson's feast, how long did the young men try to solve the riddle?",3 days,1,AYMT,5,False,False,False,False,False,False
Judges,14,14,14,"for 3 days, the young men could not explain what?",The riddle,1,AYMT,5,False,False,False,False,False,False
Judges,14,14,14,on what day of the feast did the young men come to Samson's wife?,The 7th day,1,AYMT,5,False,False,False,False,False,False
Judges,14,15,15,"on the 7th day of the feast, the young men came to Samson's wife, and asked her to entice her husband to do what?",Explain the riddle,1,AYMT,5,False,False,False,False,False,False
Judges,14,15,15,how did the young men threaten Samson's new wife?,We will burn you and your father's house with fire,1,AYMT,5,False,False,False,False,False,False
Judges,14,15,15,what did the young men accuse Samson's new wife of doing?,Invited them in order to take what was theirs,1,AYMT,5,False,False,False,False,False,False
Judges,14,16,16,Samson's wife wept on him and accused him of what 2 things?,(1) You only hate me (2) you do not love me,2,AYMT,5,True,False,False,False,False,False
Judges,14,16,16,why did Samson's wife weep and accuse him of not loving her?,Because he had posed a riddle and not explained it to her,1,AYMT,5,False,False,False,False,False,False
Judges,14,16,16,who did Samson say he had not told the riddle to?,His father or mother,1,AYMT,5,False,False,False,False,False,False
Judges,14,17,17,for how long did Samson's wife weep on him?,The 7 days while their feast lasted,1,AYMT,5,False,False,False,False,False,False
Judges,14,17,17,what did Samson tell his wife on the 7th day of the feast?,The riddle,1,AYMT,5,False,False,False,False,False,False
Judges,14,17,17,why did Samson finally tell his wife the riddle?,She pressed him so much,1,AYMT,5,False,False,False,False,False,False
Judges,14,17,17,who did Samson's wife explain the riddle to?,The sons of her people,1,AYMT,5,False,False,False,False,False,False
Judges,14,18,18,when did the men of the city tell Samson his riddle?,(1) On the 7th day (2) before the sun went down,2,AYMT,5,True,False,False,False,False,False
Judges,14,19,19,what came mightily upon Samson?,The Spirit of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,where did Samson kill 30 men?,Ashkelon,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,what did Samson do in Ashkelon?,Killed 30 of their men,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,what did Samson take from the 30 men he had killed in Ashkelon?,Their apparel,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,who did Samson give the changes of clothing to?,Those who had explained the riddle,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,what emotion was aroused in Samson?,His anger,1,AYMT,5,False,False,False,False,False,False
Judges,14,19,19,where did Samson go after giving the changes of clothing to those who had explained the riddle?,Back up to his father's house,1,AYMT,5,False,False,False,False,False,False
Judges,14,20,20,what happened to the Philistine wife of Samson?,(1) She was given to his companion (2) to his best man,2,AYMT,5,True,False,False,False,False,False
Judges,15,1,1,after a while in the time of what - did Samson go to visit his wife?,The wheat harvest,1,AYMT,5,False,False,False,False,False,False
Judges,15,1,1,what did Samson take with him for his wife?,A young goat,1,AYMT,5,False,False,False,False,False,False
Judges,15,1,1,where in his wife's house did Samson want to go?,Into her room,1,AYMT,5,False,False,False,False,False,False
Judges,15,1,1,who would not permit Samson to go into his wife's room?,Her father,1,AYMT,5,False,False,False,False,False,False
Judges,15,1,1,what did Samson's wife's father say he really believed?,That he hated her,1,AYMT,5,False,False,False,False,False,False
Judges,15,2,2,what action did Samson's wife's father take when he thought that Samson really hated his wife?,Gave her to his companion,1,AYMT,5,False,False,False,False,False,False
Judges,15,2,2,"instead of his wife, who did his father-in-law want Samson to take?",Her younger sister,1,AYMT,5,False,False,False,False,False,False
Judges,15,3,3,"who said, ""This time I shall be blameless regarding the Philistines if I harm them.""",Samson,1,AYMT,5,False,False,False,False,False,False
Judges,15,4,4,what did Samson catch?,300 foxes,1,AYMT,5,False,False,False,False,False,False
Judges,15,4,4,what did Samson do with the 300 foxes?,(1) Turned the foxes tail to tail (2) Put a torch between each set of tails,2,AYMT,5,True,False,False,False,False,False
Judges,15,5,5,when did Samson let the foxes go?,When he had set the torches on fire,1,AYMT,5,False,False,False,False,False,False
Judges,15,5,5,where did the foxes with the burning torches run into?,The standing grain of the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,15,5,5,"when Samson let the foxes with burning torches run into the fields of the Philistines, what was burned up?",(1) Both the shocks and and standing grain (2) the vineyards (3) and olive groves,3,AYMT,5,True,False,False,False,False,False
Judges,15,6,6,"when the Philistines asked who had done this, what answer did they receive?","Samson, son-in-law of the Timnite",1,AYMT,5,False,False,False,False,False,False
Judges,15,6,6,the Philistines were told that Samson burned up their crops because of what?,He has taken his wife and given her to his companion,1,AYMT,5,False,False,False,False,False,False
Judges,15,6,6,what action did the Philistines take when they found out who and why their crops had been burned?,Burned her and her father with fire,1,AYMT,5,False,False,False,False,False,False
Judges,15,7,7,"Samson told the Philistines that since they would do a thing like this , he would do what?",Take revenge on them,1,AYMT,5,False,False,False,False,False,False
Judges,15,7,7,what would Samson do to the Philisitines after taking revenge on them?,He would cease,1,AYMT,5,False,False,False,False,False,False
Judges,15,8,8,how did Samson attack the Philistines?,Hip and thigh,1,AYMT,5,False,False,False,False,False,False
Judges,15,8,8,"when Samson took his revenge on the Philistines for killing his wife and father-in-law, what was the result?",There was a great slaughter,1,AYMT,5,False,False,False,False,False,False
Judges,15,8,8,"after the slaughter of the Philistines, where did Samson go and dwell?",In the cleft of the rock of Etam,1,AYMT,5,False,False,False,False,False,False
Judges,15,9,9,where did the Philistines go up and encamp in?,Judah,1,AYMT,5,False,False,False,False,False,False
Judges,15,9,9,who did the Philistines deploy themselves against?,Lehi,1,AYMT,5,False,False,False,False,False,False
Judges,15,10,10,"who said, and to whom, ""Why have you come up against us?""",The men of Judah to the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,15,10,10,what 2 things did the Philistines say they had come up to do?,(1) Arrest Samson (2) and do to him as he had done to them,2,AYMT,5,True,False,False,False,False,False
Judges,15,11,11,how many men of Judah went down to the cleft of the rock of Etam?,"3,000 men",1,AYMT,5,False,False,False,False,False,False
Judges,15,11,11,"where did 3,000 men of Judah go down to?",The cleft of the rock of Etam,1,AYMT,5,False,False,False,False,False,False
Judges,15,11,11,who ruled over Israel at that time?,The Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,15,11,11,"what was Samson's response to the question, ""what is this you have done to us?""","as they did to me, so I have done to them",1,AYMT,5,False,False,False,False,False,False
Judges,15,12,12,"what did the 3,000 men of Judah tell Samson they had come for?",To arrest him and to deliver him into the hand of the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,15,12,12,Samson asked the men of Judah to swear to him that they would not do what to him?,Kill him themselves,1,AYMT,5,False,False,False,False,False,False
Judges,15,13,13,what did the men of Judah say they would do to Samson?,(1) Tie him securely (2) deliver him into their hand (3) and would not kill him,3,AYMT,5,True,False,False,False,False,False
Judges,15,13,13,what did the men of Judah do to Samson?,(1) Bound him with 2 new ropes (2) brought him up from the rock,2,AYMT,5,True,False,False,False,False,False
Judges,15,14,14,"when Samson came to Lehi, how did the Philistines come to him?",Shouting against him,1,AYMT,5,False,False,False,False,False,False
Judges,15,14,14,"as the Philistines came forward shouting against Samson, what came upon him?",The Spirit of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,15,14,14,what happened to the ropes on Samson's arms?,Became like flax that was burned by fire,1,AYMT,5,False,False,False,False,False,False
Judges,15,14,14,what broke loose from Samson's hands?,His bonds,1,AYMT,5,False,False,False,False,False,False
Judges,15,15,15,what did Samson find?,The fresh jawbone of a donkey,1,AYMT,5,False,False,False,False,False,False
Judges,15,15,15,how many men of the Philistines did Samson kill with the jawbone of a donkey?,"1,000 men",1,AYMT,5,False,False,False,False,False,False
Judges,15,17,17,"when Samson had finished speaking, what did he do with the jawbone?",Threw it from his hand,1,AYMT,5,False,False,False,False,False,False
Judges,15,17,17,what did Samson call the place where he threw away the jawbone of the donkey?,Ramath Lehi,1,AYMT,5,False,False,False,False,False,False
Judges,15,18,18,"after killing the 1,000 Philistines, what did Samson become?",Thirsty,1,AYMT,5,False,False,False,False,False,False
Judges,15,18,18,"who said, and to whom, ""You have given this great deliverance by the hand of your servant; and now shall I die of thrist and fall into the hand of the uncircumcised?""",Samson to the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,15,19,19,how did the Lord respond to Samson's request for water?,He split the hollow place that is in Lehi,1,AYMT,5,False,False,False,False,False,False
Judges,15,19,19,what came out when the Lord split the hollow place in Lehi?,Water,1,AYMT,5,False,False,False,False,False,False
Judges,15,19,19,what 2 things returned after Samson drank the water the Lord provided?,(1) His spirit returned (2) he revived,2,AYMT,5,True,False,False,False,False,False
Judges,15,19,19,what did Samson call the place where the Lord split the hollow and water came out?,En Hakkore,1,AYMT,5,False,False,False,False,False,False
Judges,15,20,20,how long did Samson judge Israel?,20 years,1,AYMT,5,False,False,False,False,False,False
Judges,15,20,20,and Samson judged Israel 20 years in the day of whom?,The Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,16,1,1,who did Samson see in Gaza?,A harlot,1,AYMT,5,False,False,False,False,False,False
Judges,16,1,1,what did Samson do with the harlot in Gaza?,went in to her,1,AYMT,5,False,False,False,False,False,False
Judges,16,2,2,who were told that Samson was there?,The Gazites,1,AYMT,5,False,False,False,False,False,False
Judges,16,2,2,what did the Gazites do when told that Samson was there?,(1) Surrounded the place (2) lay in wait for him,2,AYMT,5,True,False,False,False,False,False
Judges,16,2,2,how long did the Gazites lay in wait for Samson?,All night,1,AYMT,5,False,False,False,False,False,False
Judges,16,2,2,where did the Gazites hay in wait for Samson?,At the gate of the city,1,AYMT,5,False,False,False,False,False,False
Judges,16,3,3,what did Samson do till midnight?,Layed low,1,AYMT,5,False,False,False,False,False,False
Judges,16,3,3,what did Samson do at midnight?,(1) Arose (2) Took hold of the doors of the gate of the city (3) Took hold of the 2 gateposts (4) Pulled them up (5) bar and all (6) Put them on his shoulders and carried them to the top of the hill that faces Hebron,6,AYMT,5,False,True,False,False,False,False
Judges,16,4,4,who did Samson love?,Delilah,1,AYMT,5,False,False,False,False,False,False
Judges,16,4,4,where did the woman live whom Samson loved?,In the Valley of Sorek,1,AYMT,5,False,False,False,False,False,False
Judges,16,5,5,who came to see Deliliah?,The lords of the Philisitines,1,AYMT,5,False,False,False,False,False,False
Judges,16,5,5,what did the lords of the Philistines ask Delilah to do?,(1) Entice him (2) find out where his great strength lies,2,AYMT,5,True,False,False,False,False,False
Judges,16,5,5,why did the lords of the Philistines want to find out where Samson's great strength lies?,(1) They wanted to overpower him (2) bind him and afflict him,2,AYMT,5,True,False,False,False,False,False
Judges,16,5,5,what did the lords of the Philistines promise to give to Delilah if she would find out where Samsons great strenght lies?,"1,100 pieces of silver",1,AYMT,5,False,False,False,False,False,False
Judges,16,6,6,"who said, and to whom, ""Please tell me where your great strength lies, and with what you may be bound to afflict you.""",Delilah to Samson,1,AYMT,5,False,False,False,False,False,False
Judges,16,7,7,what did Samson say would cause him to be weak and like any other man?,If they bound him with fresh bowstrings not yet dried,1,AYMT,5,False,False,False,False,False,False
Judges,16,7,7,how were the people to know that the bowstrings were fresh?,They were not yet dried,1,AYMT,5,False,False,False,False,False,False
Judges,16,8,8,what did the lords of the Philistines bring to Delilah?,7 fresh bowstrings not yet dried,1,AYMT,5,False,False,False,False,False,False
Judges,16,8,8,what did Delilah do with the 7 fresh bowstrings?,Bound him with them,1,AYMT,5,False,False,False,False,False,False
Judges,16,9,9,what were the men of the Philistines doing when she bound Samson with the bowstrings?,Lying in wait,1,AYMT,5,False,False,False,False,False,False
Judges,16,9,9,where were the men of the Philistines lying in wait?,With her in the room,1,AYMT,5,False,False,False,False,False,False
Judges,16,9,9,"what did Samson do when Delilah said, ""The Philistines are upon you, Samson!""",He broke the bowstrings,1,AYMT,5,False,False,False,False,False,False
Judges,16,9,9,what was Samson's breaking the bowstrings compared to?,As a strand of yarn breaks when it touches fire,1,AYMT,5,False,False,False,False,False,False
Judges,16,9,9,what did the Philistines not know about Samson?,The secret of his strength,1,AYMT,5,False,False,False,False,False,False
Judges,16,10,10,what 2 things did Delilah say Samson had done to her?,(1) Mocked her (2) and told her lies,2,AYMT,5,True,False,False,False,False,False
Judges,16,10,10,what did Delilah ask Samson to tell her?,What you may be bound with,1,AYMT,5,False,False,False,False,False,False
Judges,16,11,11,what did Samson say would make him weak?,If they bind me securely with new ropes and that have never been used,1,AYMT,5,False,False,False,False,False,False
Judges,16,12,12,what did Delilah bind Samson with?,New ropes,1,AYMT,5,False,False,False,False,False,False
Judges,16,12,12,"who said, ""Samson, the Philistines are upon you!""",Delilah,1,AYMT,5,False,False,False,False,False,False
Judges,16,12,12,where were the men lying in wait?,In the room,1,AYMT,5,False,False,False,False,False,False
Judges,16,12,12,Samson broke the ropes off his arms like what?,Thread,1,AYMT,5,False,False,False,False,False,False
Judges,16,13,13,what did Delilah claim Samson had done to her until now?,Mocked her and told her lies,1,AYMT,5,False,False,False,False,False,False
Judges,16,13,13,what was Delilah's request of Samson?,Tell me what you may be bound with,1,AYMT,5,False,False,False,False,False,False
Judges,16,13,13,what did Samson tell Delilah next that would make him weak?,If you weave the 7 locks of my head into the web of the loom,1,AYMT,5,False,False,False,False,False,False
Judges,16,14,14,what did Delilah do with Samson's hair?,Wove it tightly with the batten of the loom,1,AYMT,5,False,False,False,False,False,False
Judges,16,14,14,what did Delilah cry to Samson?,"The Philistines are upon you, Samson!",1,AYMT,5,False,False,False,False,False,False
Judges,16,14,14,"when Delilah told Samson that the Philistines were upon him, what was his response?",He awoke from this sleep and pulled out the batten and web from the loom,1,AYMT,5,False,False,False,False,False,False
Judges,16,15,15,what did Delilah ask Samson?,"How can you say ""I love you"" when your heart is not with me?",1,AYMT,5,False,False,False,False,False,False
Judges,16,15,15,what did Delilah say Samson had done to her 3 times?,(1) Mocked her (2) and not told her where his strength lies,2,AYMT,5,True,False,False,False,False,False
Judges,16,16,16,what did Delilah do daily?,Pressed him with her words,1,AYMT,5,False,False,False,False,False,False
Judges,16,16,16,"Delilah pressed Samson daily, so that his heart was what?",Vexed to death,1,AYMT,5,False,False,False,False,False,False
Judges,16,18,18,what did Delilah see?,That he had told her all his heart,1,AYMT,5,False,False,False,False,False,False
Judges,16,18,18,who did Delilah call when she saw that Samson had told her all his heart?,The lords of the Philisitines,1,AYMT,5,False,False,False,False,False,False
Judges,16,18,18,who came up to Delilah?,The lords of the Philisitines,1,AYMT,5,False,False,False,False,False,False
Judges,16,18,18,what did the lords of the Philistines have in their hand?,The money,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,how did Delilah get Samson to sleep?,She lulled him to sleep,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,where was Samson's head as Delilah lulled him off to sleep?,on her knees,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,"when Samson was asleep, who did Delilah call?",A man,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,what did the man do to Samson while he slept?,shaved off the 7 locks of his head,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,"after Samson's hair had been shaved, what did Delilah do?",Began to torment him,1,AYMT,5,False,False,False,False,False,False
Judges,16,19,19,"after Samson's head had been shaved, what left him?",His strength,1,AYMT,5,False,False,False,False,False,False
